Hour_Ending_Naive,Coast
2008-07-06 00:00:00,10462.0777
2008-07-06 01:00:00,9776.115166350768
2008-07-06 02:00:00,9216.717711905718
2008-07-06 03:00:00,8921.582245986945
2008-07-06 04:00:00,8674.208441174314
2008-07-06 05:00:00,8514.340596243988
2008-07-06 06:00:00,8516.359327414339
2008-07-06 07:00:00,8679.578824694423
2008-07-06 08:00:00,8779.079535874565
2008-07-06 09:00:00,9286.291964248232
2008-07-06 10:00:00,10047.02124119458
2008-07-06 11:00:00,10932.568345844576
2008-07-06 12:00:00,11854.923382280203
2008-07-06 13:00:00,12773.98775244606
2008-07-06 14:00:00,13424.185973870408
2008-07-06 15:00:00,14014.366891461015
2008-07-06 16:00:00,14346.203899681965
2008-07-06 17:00:00,14460.874737861082
2008-07-06 18:00:00,14464.51093751256
2008-07-06 19:00:00,14158.66770596654
2008-07-06 20:00:00,13585.687706728684
2008-07-06 21:00:00,13314.712420317812
2008-07-06 22:00:00,12970.97983616243
2008-07-06 23:00:00,12244.718924719937
2008-07-07 00:00:00,11238.8766
2008-07-07 01:00:00,10277.41267151214
2008-07-07 02:00:00,9790.29351875846
2008-07-07 03:00:00,9500.620586738252
2008-07-07 04:00:00,9371.81050251289
2008-07-07 05:00:00,9347.83555122126
2008-07-07 06:00:00,9644.266735591056
2008-07-07 07:00:00,10032.265887140282
2008-07-07 08:00:00,10397.285995101563
2008-07-07 09:00:00,11198.142477939462
2008-07-07 10:00:00,12173.0723874063
2008-07-07 11:00:00,13111.901394724671
2008-07-07 12:00:00,13946.854103688283
2008-07-07 13:00:00,14633.607437790037
2008-07-07 14:00:00,15259.552826500523
2008-07-07 15:00:00,15596.661460051802
2008-07-07 16:00:00,15746.945912397578
2008-07-07 17:00:00,15754.29984023206
2008-07-07 18:00:00,15587.879663962896
2008-07-07 19:00:00,15027.169700043947
2008-07-07 20:00:00,14327.816871715524
2008-07-07 21:00:00,14017.962025772144
2008-07-07 22:00:00,13611.818783380984
2008-07-07 23:00:00,12644.07927386302
2008-07-08 00:00:00,11596.7748
2008-07-08 01:00:00,10737.556137950878
2008-07-08 02:00:00,10164.528153720892
2008-07-08 03:00:00,9782.990900841283
2008-07-08 04:00:00,9610.47087877169
2008-07-08 05:00:00,9653.171581172688
2008-07-08 06:00:00,10054.396745135877
2008-07-08 07:00:00,10471.993333383089
2008-07-08 08:00:00,10738.76661417902
2008-07-08 09:00:00,11390.82525199568
2008-07-08 10:00:00,12474.930962049784
2008-07-08 11:00:00,13404.70703966508
2008-07-08 12:00:00,14350.958663911728
2008-07-08 13:00:00,15062.228740184326
2008-07-08 14:00:00,15651.46310253378
2008-07-08 15:00:00,15905.252246607824
2008-07-08 16:00:00,15825.470436429085
2008-07-08 17:00:00,15722.900335591898
2008-07-08 18:00:00,15368.005416658323
2008-07-08 19:00:00,14757.072226373244
2008-07-08 20:00:00,13980.152035274295
2008-07-08 21:00:00,13689.129382221798
2008-07-08 22:00:00,13288.73915316086
2008-07-08 23:00:00,12397.359885667398
2008-07-09 00:00:00,11401.575600000002
2008-07-09 01:00:00,10514.180829594106
2008-07-09 02:00:00,10111.990026141944
2008-07-09 03:00:00,9722.390672705842
2008-07-09 04:00:00,9527.503646772682
2008-07-09 05:00:00,9513.07806475891
2008-07-09 06:00:00,9918.7858453473
2008-07-09 07:00:00,10327.32770438739
2008-07-09 08:00:00,10633.115431402564
2008-07-09 09:00:00,11127.699515001555
2008-07-09 10:00:00,12083.111044126636
2008-07-09 11:00:00,13029.654588919748
2008-07-09 12:00:00,14016.68334519834
2008-07-09 13:00:00,14717.196896573412
2008-07-09 14:00:00,15217.254737868589
2008-07-09 15:00:00,15354.974696408995
2008-07-09 16:00:00,15232.198425289318
2008-07-09 17:00:00,15161.702115330349
2008-07-09 18:00:00,14931.669852345583
2008-07-09 19:00:00,14435.48880833481
2008-07-09 20:00:00,13934.894721731212
2008-07-09 21:00:00,13748.70373970653
2008-07-09 22:00:00,13424.587165521503
2008-07-09 23:00:00,12531.974339151737
2008-07-10 00:00:00,11567.216799999998
2008-07-10 01:00:00,10612.367322845092
2008-07-10 02:00:00,10023.198222437168
2008-07-10 03:00:00,9688.444121867284
2008-07-10 04:00:00,9469.451630463927
2008-07-10 05:00:00,9453.957363044889
2008-07-10 06:00:00,9827.14617415064
2008-07-10 07:00:00,10242.541355086236
2008-07-10 08:00:00,10569.549200662992
2008-07-10 09:00:00,11255.26354368268
2008-07-10 10:00:00,12222.222839064609
2008-07-10 11:00:00,13105.91391884792
2008-07-10 12:00:00,13817.24430616327
2008-07-10 13:00:00,14344.266706193
2008-07-10 14:00:00,15018.695218571924
2008-07-10 15:00:00,15556.708797415467
2008-07-10 16:00:00,15888.830464267176
2008-07-10 17:00:00,15966.821548687069
2008-07-10 18:00:00,15803.798071528154
2008-07-10 19:00:00,15235.224988103027
2008-07-10 20:00:00,14649.390670721315
2008-07-10 21:00:00,14318.592571711744
2008-07-10 22:00:00,13859.32473663922
2008-07-10 23:00:00,12910.31693709772
2008-07-11 00:00:00,11877.3965
2008-07-11 01:00:00,10883.038410495525
2008-07-11 02:00:00,10381.29480867958
2008-07-11 03:00:00,9925.188668824558
2008-07-11 04:00:00,9654.69837079461
2008-07-11 05:00:00,9614.880202558688
2008-07-11 06:00:00,9997.455685694727
2008-07-11 07:00:00,10402.298714106231
2008-07-11 08:00:00,10697.944440532028
2008-07-11 09:00:00,11462.696695716097
2008-07-11 10:00:00,12516.73608115498
2008-07-11 11:00:00,13369.09132164939
2008-07-11 12:00:00,14209.894189388438
2008-07-11 13:00:00,14976.265808740838
2008-07-11 14:00:00,15723.92462413534
2008-07-11 15:00:00,16294.250218330842
2008-07-11 16:00:00,16624.394912027026
2008-07-11 17:00:00,16641.78010215425
2008-07-11 18:00:00,16436.685934715802
2008-07-11 19:00:00,15697.419825061796
2008-07-11 20:00:00,14993.4794666749
2008-07-11 21:00:00,14486.97091582471
2008-07-11 22:00:00,14046.83996338109
2008-07-11 23:00:00,13247.90663407918
2008-07-12 00:00:00,12335.712100000002
2008-07-12 01:00:00,11313.678726584403
2008-07-12 02:00:00,10655.044934230726
2008-07-12 03:00:00,10225.244945547562
2008-07-12 04:00:00,10008.138718097756
2008-07-12 05:00:00,9760.91385498227
2008-07-12 06:00:00,9766.645563559128
2008-07-12 07:00:00,9808.650434423747
2008-07-12 08:00:00,10096.733801533048
2008-07-12 09:00:00,11059.521990948382
2008-07-12 10:00:00,12157.902445064028
2008-07-12 11:00:00,13181.677264439571
2008-07-12 12:00:00,14034.925522009387
2008-07-12 13:00:00,14616.510689181276
2008-07-12 14:00:00,15166.69204506378
2008-07-12 15:00:00,15667.858403403516
2008-07-12 16:00:00,15904.69188703991
2008-07-12 17:00:00,15949.946233228038
2008-07-12 18:00:00,15793.0873950906
2008-07-12 19:00:00,15319.651751016385
2008-07-12 20:00:00,14607.640271703149
2008-07-12 21:00:00,13998.175281147796
2008-07-12 22:00:00,13583.263009713064
2008-07-12 23:00:00,12699.350041889647
2008-07-13 00:00:00,11698.416400000002
2008-07-13 01:00:00,10660.493581214743
2008-07-13 02:00:00,9997.399260988595
2008-07-13 03:00:00,9516.991506683884
2008-07-13 04:00:00,9261.330398335043
2008-07-13 05:00:00,9049.375173421153
2008-07-13 06:00:00,8926.874941287475
2008-07-13 07:00:00,9010.623833816451
2008-07-13 08:00:00,9168.716806586011
2008-07-13 09:00:00,9844.235018622094
2008-07-13 10:00:00,10810.923039883755
2008-07-13 11:00:00,11861.47200405967
2008-07-13 12:00:00,13025.548993934004
2008-07-13 13:00:00,14059.644817251205
2008-07-13 14:00:00,14823.659752357027
2008-07-13 15:00:00,15457.51775515518
2008-07-13 16:00:00,15674.375168109013
2008-07-13 17:00:00,15740.58922355409
2008-07-13 18:00:00,15740.935490944265
2008-07-13 19:00:00,15351.648431986292
2008-07-13 20:00:00,14721.575978344476
2008-07-13 21:00:00,14389.128041479684
2008-07-13 22:00:00,14030.28522875772
2008-07-13 23:00:00,13199.349298124269
2008-07-14 00:00:00,12062.9633
2008-07-14 01:00:00,10990.633292759085
2008-07-14 02:00:00,10422.610682760573
2008-07-14 03:00:00,10039.550670254876
2008-07-14 04:00:00,9833.460007907788
2008-07-14 05:00:00,9824.57854787475
2008-07-14 06:00:00,10188.73459526601
2008-07-14 07:00:00,10596.915901107328
2008-07-14 08:00:00,10789.553405877055
2008-07-14 09:00:00,11430.080720093763
2008-07-14 10:00:00,12387.850198879438
2008-07-14 11:00:00,13367.46954696493
2008-07-14 12:00:00,14329.959684815649
2008-07-14 13:00:00,15309.374569316877
2008-07-14 14:00:00,16158.381954785082
2008-07-14 15:00:00,16704.26501689963
2008-07-14 16:00:00,16850.666523853924
2008-07-14 17:00:00,16757.60719820236
2008-07-14 18:00:00,16267.96784034985
2008-07-14 19:00:00,15387.76869457617
2008-07-14 20:00:00,14731.430454833628
2008-07-14 21:00:00,14495.96248437592
2008-07-14 22:00:00,13943.935850114842
2008-07-14 23:00:00,12990.732012652295
2008-07-15 00:00:00,11962.853
2008-07-15 01:00:00,11031.833366915453
2008-07-15 02:00:00,10433.62357596174
2008-07-15 03:00:00,10122.224727015302
2008-07-15 04:00:00,9866.959214669543
2008-07-15 05:00:00,9812.845509161882
2008-07-15 06:00:00,10189.157443266107
2008-07-15 07:00:00,10591.848470317414
2008-07-15 08:00:00,10819.441501077294
2008-07-15 09:00:00,11381.17682845862
2008-07-15 10:00:00,12320.242972390564
2008-07-15 11:00:00,13267.537825671829
2008-07-15 12:00:00,14249.35871569842
2008-07-15 13:00:00,14970.97169821671
2008-07-15 14:00:00,15614.173295843617
2008-07-15 15:00:00,16118.918373518922
2008-07-15 16:00:00,16362.469016198922
2008-07-15 17:00:00,16495.946086363056
2008-07-15 18:00:00,16168.952564632287
2008-07-15 19:00:00,15404.026407009082
2008-07-15 20:00:00,14729.112025458828
2008-07-15 21:00:00,14416.874352414963
2008-07-15 22:00:00,14066.308937398631
2008-07-15 23:00:00,13094.828232307296
2008-07-16 00:00:00,12160.221400000002
2008-07-16 01:00:00,11008.534041356032
2008-07-16 02:00:00,10334.547762858414
2008-07-16 03:00:00,9927.789666280272
2008-07-16 04:00:00,9678.79372466156
2008-07-16 05:00:00,9719.707525400465
2008-07-16 06:00:00,10127.58525997792
2008-07-16 07:00:00,10357.328351622706
2008-07-16 08:00:00,10600.386467639284
2008-07-16 09:00:00,11131.131539600385
2008-07-16 10:00:00,12126.498153269516
2008-07-16 11:00:00,13085.17153378208
2008-07-16 12:00:00,14114.856097741398
2008-07-16 13:00:00,14797.205524986144
2008-07-16 14:00:00,15341.27890658119
2008-07-16 15:00:00,15797.069583933564
2008-07-16 16:00:00,15945.04662273846
2008-07-16 17:00:00,16026.98529495255
2008-07-16 18:00:00,15996.663616770644
2008-07-16 19:00:00,15500.210115399204
2008-07-16 20:00:00,14951.012043458317
2008-07-16 21:00:00,14569.896343515937
2008-07-16 22:00:00,14119.065448575797
2008-07-16 23:00:00,13128.58988939953
2008-07-17 00:00:00,12061.4145
2008-07-17 01:00:00,10732.28366895252
2008-07-17 02:00:00,10091.108144457632
2008-07-17 03:00:00,9642.023798114076
2008-07-17 04:00:00,9379.640605868415
2008-07-17 05:00:00,9366.109613390336
2008-07-17 06:00:00,9715.691878010242
2008-07-17 07:00:00,10067.108196697836
2008-07-17 08:00:00,10368.215131497038
2008-07-17 09:00:00,11026.680883239787
2008-07-17 10:00:00,12031.59530053971
2008-07-17 11:00:00,12971.455624079425
2008-07-17 12:00:00,14024.5073098385
2008-07-17 13:00:00,14740.68302581306
2008-07-17 14:00:00,15395.723055772602
2008-07-17 15:00:00,15968.850263511313
2008-07-17 16:00:00,16329.164534322756
2008-07-17 17:00:00,16482.91955619946
2008-07-17 18:00:00,16339.57243351636
2008-07-17 19:00:00,15695.970531163388
2008-07-17 20:00:00,14938.73396781736
2008-07-17 21:00:00,14444.282420878564
2008-07-17 22:00:00,14019.44290915191
2008-07-17 23:00:00,12903.743063156468
2008-07-18 00:00:00,11783.271
2008-07-18 01:00:00,10537.456014235264
2008-07-18 02:00:00,9918.030063371494
2008-07-18 03:00:00,9454.249079619856
2008-07-18 04:00:00,9148.091534802705
2008-07-18 05:00:00,9089.613534965016
2008-07-18 06:00:00,9402.84369355292
2008-07-18 07:00:00,9822.064665052463
2008-07-18 08:00:00,10073.019961984612
2008-07-18 09:00:00,10742.459455037742
2008-07-18 10:00:00,11769.580663835164
2008-07-18 11:00:00,12722.39179808314
2008-07-18 12:00:00,13651.28677764186
2008-07-18 13:00:00,14303.43941546844
2008-07-18 14:00:00,15043.314567820358
2008-07-18 15:00:00,15559.569285752716
2008-07-18 16:00:00,15817.738860338022
2008-07-18 17:00:00,15971.711601038054
2008-07-18 18:00:00,15903.117732680115
2008-07-18 19:00:00,15221.76062492897
2008-07-18 20:00:00,14505.757486129196
2008-07-18 21:00:00,13945.513907967972
2008-07-18 22:00:00,13575.73561269089
2008-07-18 23:00:00,12675.824887947989
2008-07-19 00:00:00,11807.904
2008-07-19 01:00:00,10750.708344962462
2008-07-19 02:00:00,9976.500600753136
2008-07-19 03:00:00,9579.27759325876
2008-07-19 04:00:00,9376.261822623475
2008-07-19 05:00:00,9119.861552901368
2008-07-19 06:00:00,9130.473072956236
2008-07-19 07:00:00,9200.942260023472
2008-07-19 08:00:00,9438.389881756437
2008-07-19 09:00:00,10316.515730073494
2008-07-19 10:00:00,11421.442914407608
2008-07-19 11:00:00,12487.57206891057
2008-07-19 12:00:00,13470.60273284402
2008-07-19 13:00:00,14275.01555367315
2008-07-19 14:00:00,14907.889189016378
2008-07-19 15:00:00,15392.691121330336
2008-07-19 16:00:00,15528.112150095309
2008-07-19 17:00:00,15452.625339055325
2008-07-19 18:00:00,15068.176949878438
2008-07-19 19:00:00,14529.82075523486
2008-07-19 20:00:00,13987.57034781438
2008-07-19 21:00:00,13532.010910572184
2008-07-19 22:00:00,13205.548443378188
2008-07-19 23:00:00,12441.571183357404
2008-07-20 00:00:00,11514.8377
2008-07-20 01:00:00,10722.44797486975
2008-07-20 02:00:00,10115.466098664156
2008-07-20 03:00:00,9690.867748521649
2008-07-20 04:00:00,9415.6114643197
2008-07-20 05:00:00,9158.167871120082
2008-07-20 06:00:00,9059.402408728967
2008-07-20 07:00:00,9141.530882778256
2008-07-20 08:00:00,9307.153901446884
2008-07-20 09:00:00,9980.757260100498
2008-07-20 10:00:00,10892.076880326817
2008-07-20 11:00:00,11952.521977604649
2008-07-20 12:00:00,13151.906683301537
2008-07-20 13:00:00,14124.511225285498
2008-07-20 14:00:00,14840.807582624437
2008-07-20 15:00:00,15567.335829885284
2008-07-20 16:00:00,15929.1009372444
2008-07-20 17:00:00,16010.317685215065
2008-07-20 18:00:00,15885.200274704395
2008-07-20 19:00:00,15408.04081490028
2008-07-20 20:00:00,14781.419593501836
2008-07-20 21:00:00,14370.48244626962
2008-07-20 22:00:00,13892.39939681318
2008-07-20 23:00:00,13015.43669104672
2008-07-21 00:00:00,11938.3053
2008-07-21 01:00:00,11000.55186601469
2008-07-21 02:00:00,10408.216725056374
2008-07-21 03:00:00,10054.137084946276
2008-07-21 04:00:00,9841.689668103383
2008-07-21 05:00:00,9781.092388543711
2008-07-21 06:00:00,10147.833996000736
2008-07-21 07:00:00,10547.518166027075
2008-07-21 08:00:00,10732.049132315944
2008-07-21 09:00:00,11486.885458495468
2008-07-21 10:00:00,12422.86817456257
2008-07-21 11:00:00,13361.815285980643
2008-07-21 12:00:00,14399.610126778023
2008-07-21 13:00:00,15426.20045090518
2008-07-21 14:00:00,16258.29075972216
2008-07-21 15:00:00,16879.388425027177
2008-07-21 16:00:00,17226.54481222722
2008-07-21 17:00:00,17289.1815330485
2008-07-21 18:00:00,17138.871743460597
2008-07-21 19:00:00,16447.429697587788
2008-07-21 20:00:00,15758.602061178724
2008-07-21 21:00:00,15258.468827379098
2008-07-21 22:00:00,14700.42301775736
2008-07-21 23:00:00,13537.41961424875
2008-07-22 00:00:00,12356.5407
2008-07-22 01:00:00,11131.214618596576
2008-07-22 02:00:00,10475.274567750226
2008-07-22 03:00:00,9986.550142918722
2008-07-22 04:00:00,9726.74979321836
2008-07-22 05:00:00,9716.534290270753
2008-07-22 06:00:00,10123.505851470336
2008-07-22 07:00:00,10556.094065511124
2008-07-22 08:00:00,10799.938358790432
2008-07-22 09:00:00,11479.051228562876
2008-07-22 10:00:00,12472.981348598843
2008-07-22 11:00:00,13437.324542669105
2008-07-22 12:00:00,14276.3229966585
2008-07-22 13:00:00,14909.16299230958
2008-07-22 14:00:00,15401.030094461885
2008-07-22 15:00:00,15687.80942429926
2008-07-22 16:00:00,15720.945444223787
2008-07-22 17:00:00,15639.54306995945
2008-07-22 18:00:00,15337.291188935098
2008-07-22 19:00:00,14709.485537139462
2008-07-22 20:00:00,14196.124156980148
2008-07-22 21:00:00,13950.027639490085
2008-07-22 22:00:00,13649.917016593903
2008-07-22 23:00:00,12788.226218477228
2008-07-23 00:00:00,11787.784500000002
2008-07-23 01:00:00,10853.108700772158
2008-07-23 02:00:00,10261.361156730316
2008-07-23 03:00:00,9899.070326198607
2008-07-23 04:00:00,9678.299539767688
2008-07-23 05:00:00,9632.721187238216
2008-07-23 06:00:00,9971.394561823688
2008-07-23 07:00:00,10346.89042983242
2008-07-23 08:00:00,10515.746827693774
2008-07-23 09:00:00,10994.122500930176
2008-07-23 10:00:00,11685.700503256396
2008-07-23 11:00:00,12356.554546202353
2008-07-23 12:00:00,12861.222177631096
2008-07-23 13:00:00,13185.218241396233
2008-07-23 14:00:00,13531.014335190604
2008-07-23 15:00:00,13850.696026533584
2008-07-23 16:00:00,13881.35952164596
2008-07-23 17:00:00,13677.280214670753
2008-07-23 18:00:00,13492.396153802478
2008-07-23 19:00:00,13015.266022704453
2008-07-23 20:00:00,12614.333201530995
2008-07-23 21:00:00,12615.246555474369
2008-07-23 22:00:00,12364.77807524998
2008-07-23 23:00:00,11690.544417952578
2008-07-24 00:00:00,10857.965
2008-07-24 01:00:00,10207.263981559196
2008-07-24 02:00:00,9721.138655035362
2008-07-24 03:00:00,9395.419346562432
2008-07-24 04:00:00,9166.692908287268
2008-07-24 05:00:00,9208.26372784992
2008-07-24 06:00:00,9556.861447667015
2008-07-24 07:00:00,10018.480264419244
2008-07-24 08:00:00,10156.465930986313
2008-07-24 09:00:00,10621.11605377736
2008-07-24 10:00:00,11214.391141870414
2008-07-24 11:00:00,11767.68769756542
2008-07-24 12:00:00,12199.68753352903
2008-07-24 13:00:00,12427.5922414981
2008-07-24 14:00:00,12842.495359919105
2008-07-24 15:00:00,13145.80222057497
2008-07-24 16:00:00,13101.966718162195
2008-07-24 17:00:00,12999.859656377344
2008-07-24 18:00:00,12844.952624859405
2008-07-24 19:00:00,12468.301366309495
2008-07-24 20:00:00,12244.251884859465
2008-07-24 21:00:00,12339.606003710049
2008-07-24 22:00:00,12150.473475842588
2008-07-24 23:00:00,11493.01922328852
2008-07-25 00:00:00,10819.558499999996
2008-07-25 01:00:00,10156.937327230433
2008-07-25 02:00:00,9667.923786761075
2008-07-25 03:00:00,9313.346164742288
2008-07-25 04:00:00,9155.099956534776
2008-07-25 05:00:00,9181.844226626032
2008-07-25 06:00:00,9592.719027101535
2008-07-25 07:00:00,10093.73746971254
2008-07-25 08:00:00,10306.648145602425
2008-07-25 09:00:00,10962.707054368544
2008-07-25 10:00:00,11990.477432086049
2008-07-25 11:00:00,12923.801434335544
2008-07-25 12:00:00,13868.402566846828
2008-07-25 13:00:00,14528.32629558674
2008-07-25 14:00:00,15198.06542653866
2008-07-25 15:00:00,15715.90046285838
2008-07-25 16:00:00,16135.139716118938
2008-07-25 17:00:00,16339.20871811606
2008-07-25 18:00:00,16232.495775279072
2008-07-25 19:00:00,15590.755653408289
2008-07-25 20:00:00,14861.017226151544
2008-07-25 21:00:00,14390.30865223454
2008-07-25 22:00:00,13911.681999997349
2008-07-25 23:00:00,12914.882428071536
2008-07-26 00:00:00,12027.7513
2008-07-26 01:00:00,11057.03859242945
2008-07-26 02:00:00,10374.277385677147
2008-07-26 03:00:00,9963.684642443748
2008-07-26 04:00:00,9669.450412071385
2008-07-26 05:00:00,9416.686526073898
2008-07-26 06:00:00,9477.993686434938
2008-07-26 07:00:00,9646.429209620655
2008-07-26 08:00:00,9790.654652715744
2008-07-26 09:00:00,10560.605759530328
2008-07-26 10:00:00,11675.567162469317
2008-07-26 11:00:00,12731.29015103846
2008-07-26 12:00:00,13769.57124004075
2008-07-26 13:00:00,14473.282272085436
2008-07-26 14:00:00,15074.198137488838
2008-07-26 15:00:00,15673.43796984751
2008-07-26 16:00:00,15996.522967339846
2008-07-26 17:00:00,16101.45886492394
2008-07-26 18:00:00,15878.865639350755
2008-07-26 19:00:00,15458.441705583153
2008-07-26 20:00:00,14644.9420365623
2008-07-26 21:00:00,14059.772580212228
2008-07-26 22:00:00,13536.958904082156
2008-07-26 23:00:00,12565.853948220298
2008-07-27 00:00:00,11548.6002
2008-07-27 01:00:00,10605.351246055729
2008-07-27 02:00:00,10050.697582652636
2008-07-27 03:00:00,9606.25411315342
2008-07-27 04:00:00,9279.119306695738
2008-07-27 05:00:00,9077.353347208338
2008-07-27 06:00:00,9001.81915603148
2008-07-27 07:00:00,9081.268868692743
2008-07-27 08:00:00,9069.255488660752
2008-07-27 09:00:00,9538.570106314251
2008-07-27 10:00:00,10458.661787140783
2008-07-27 11:00:00,11516.325782874555
2008-07-27 12:00:00,12619.283562590805
2008-07-27 13:00:00,13555.071654411764
2008-07-27 14:00:00,14333.489302758548
2008-07-27 15:00:00,15231.779326038844
2008-07-27 16:00:00,15776.40885769415
2008-07-27 17:00:00,15995.095759460828
2008-07-27 18:00:00,16066.873850661095
2008-07-27 19:00:00,15630.455297935878
2008-07-27 20:00:00,14781.257810094896
2008-07-27 21:00:00,14347.649101776504
2008-07-27 22:00:00,13777.444642388084
2008-07-27 23:00:00,12894.930916070176
2008-07-28 00:00:00,11843.458599999998
2008-07-28 01:00:00,10891.289038656936
2008-07-28 02:00:00,10323.919568735551
2008-07-28 03:00:00,9925.765007070311
2008-07-28 04:00:00,9666.25742154488
2008-07-28 05:00:00,9675.292240094814
2008-07-28 06:00:00,10134.776307248976
2008-07-28 07:00:00,10518.42911633686
2008-07-28 08:00:00,10581.227026480869
2008-07-28 09:00:00,11196.32983275215
2008-07-28 10:00:00,12152.859530753492
2008-07-28 11:00:00,13215.435322370784
2008-07-28 12:00:00,14065.031074252836
2008-07-28 13:00:00,14980.306379120751
2008-07-28 14:00:00,15760.19276122534
2008-07-28 15:00:00,16349.591858205738
2008-07-28 16:00:00,16549.28343996382
2008-07-28 17:00:00,16578.681313681478
